subclass,zoning,frontage,area,street,alley,shape,contour,utilities,config,slope,neighborhood,cond1,cond2,type,style,qual,cond,built,remo,roof_s,roof_m,ext1,ext2,veneer_t,veneer_a,ext_q,ext_c,foundation,bsmt_q,bsmt_c,bsmt_e,bsmt_t1,bsmt_sf1,bsmt_t2,bsmt_sft,heat,heat_qc,cent_air,electrical,1f_sf,2f_sf,grla_sf,bsmt_fullb,full_b,half_b,bed_abvgr,kit_qual,tot_room_abv,functional,fireplaces,garage_t,garage_fin,garage_cars,garage_a,garage_q,garage_c,paved_dr,wood_dk_sf,open_porch_sf,enclosed_porch,screen porch,pool_sq,month,sale_t,saleprice
20,RL,0.0,20062,Pave,0,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092.0,Unf,1420.0,GasA,Gd,Y,SBrkr,1483,0,1483,1.0,1,1,1,TA,4,Typ,2,Attchd,RFn,2.0,690.0,TA,TA,Y,496,0,0,0,0,4,WD ,270000
50,RM,81.0,7308,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,936.0,GasA,Gd,N,FuseA,960,780,1740,0.0,1,0,2,Ex,6,Typ,1,Detchd,Unf,1.0,225.0,Fa,Fa,N,0,0,236,0,0,6,WD ,122250
20,RL,70.0,8750,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,1382.0,GasA,Gd,Y,FuseA,1382,0,1382,0.0,1,0,3,Gd,6,Typ,0,Attchd,Unf,1.0,350.0,TA,TA,Y,280,0,0,0,0,7,WD ,153000
70,RL,63.0,4000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,GLQ,246.0,Unf,531.0,GasA,TA,Y,SBrkr,567,531,1098,1.0,1,0,2,TA,5,Typ,1,Detchd,Unf,1.0,216.0,TA,TA,Y,0,0,0,0,0,6,WD ,148500
160,RM,32.0,3363,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,976.0,GasA,Ex,Y,SBrkr,976,732,1708,0.0,2,0,3,Gd,7,Maj1,0,Detchd,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,4,WD ,130000
20,RL,94.0,13615,Pave,0,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,1802.0,GasA,Ex,Y,SBrkr,1802,0,1802,0.0,2,1,3,Ex,7,Typ,1,Attchd,Fin,3.0,843.0,TA,TA,Y,158,105,0,0,0,6,WD ,372000
120,RL,43.0,3013,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.0,Unf,1362.0,GasA,Ex,Y,SBrkr,1506,0,1506,0.0,2,0,2,Gd,6,Typ,1,Attchd,Fin,2.0,440.0,TA,TA,Y,142,20,0,0,0,4,WD ,213490
20,RL,44.0,17485,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,1508.0,GasA,Ex,Y,SBrkr,1508,0,1508,1.0,1,0,1,Gd,5,Typ,2,Attchd,RFn,2.0,572.0,TA,TA,Y,0,0,0,0,0,1,Con,308030
20,RL,0.0,23730,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,1840.0,GasA,Ex,Y,SBrkr,2032,0,2032,1.0,3,0,3,Gd,7,Typ,0,Attchd,Fin,3.0,786.0,TA,TA,Y,0,46,192,0,0,9,WD ,300000
20,RL,79.0,8910,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,655.0,GasA,Ex,Y,SBrkr,1194,0,1194,0.0,1,0,3,TA,6,Typ,1,BuiltIn,Fin,2.0,539.0,TA,TA,Y,0,0,192,0,0,7,WD ,159500
160,RM,24.0,2522,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,970.0,GasA,Ex,Y,SBrkr,970,739,1709,0.0,2,0,3,Gd,7,Maj1,0,Detchd,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,4,WD ,137500
20,RL,73.0,8688,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1616.0,GasA,Ex,Y,SBrkr,1616,0,1616,0.0,2,0,3,Gd,7,Typ,0,Attchd,RFn,3.0,834.0,TA,TA,Y,208,59,0,0,0,4,WD ,232000
30,RM,0.0,6291,Grvl,0,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,768.0,GasA,TA,Y,SBrkr,768,0,768,0.0,1,0,1,TA,4,Typ,0,Detchd,Unf,2.0,440.0,TA,TA,N,0,0,84,0,0,7,WD ,93850
30,RL,0.0,17529,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,872.0,GasA,Fa,N,FuseF,872,0,872,0.0,1,0,2,Fa,5,Mod,1,Detchd,Unf,1.0,322.0,Fa,Fa,N,0,0,116,0,0,4,WD ,105000
30,RM,60.0,6324,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,520.0,GasA,Fa,N,SBrkr,520,0,520,0.0,1,0,1,Fa,4,Typ,0,Detchd,Unf,1.0,240.0,Fa,TA,Y,49,0,87,0,0,5,WD ,68500
90,RL,80.0,11600,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,443.0,Unf,1105.0,GasA,TA,Y,FuseA,1105,1169,2274,0.0,2,0,5,TA,12,Typ,0,Detchd,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,1,WD ,154300
70,RM,35.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,168.0,Unf,616.0,GasA,Ex,Y,SBrkr,616,616,1232,0.0,1,0,3,TA,6,Typ,0,Detchd,Unf,2.0,480.0,Fa,Fa,Y,280,0,143,0,0,6,WD ,114000
20,RL,63.0,17423,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904.0,Unf,2216.0,GasA,Ex,Y,SBrkr,2234,0,2234,1.0,2,0,1,Ex,9,Typ,1,Attchd,Fin,3.0,1166.0,TA,TA,Y,0,60,0,0,0,7,New,501837
50,RM,100.0,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,876.0,GasA,Gd,Y,SBrkr,876,540,1416,0.0,1,1,4,TA,7,Typ,1,Detchd,Unf,3.0,720.0,TA,TA,Y,418,0,194,0,0,6,WD ,153900
20,RL,60.0,9000,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,864.0,GasA,Gd,Y,SBrkr,864,0,864,0.0,1,0,3,TA,5,Typ,0,Detchd,Unf,2.0,576.0,TA,TA,Y,200,0,0,0,0,7,WD ,130000
120,RM,32.0,4500,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,1189.0,GasA,Ex,Y,SBrkr,1189,0,1189,1.0,2,0,2,TA,4,Typ,0,Attchd,RFn,2.0,392.0,TA,TA,Y,0,122,0,0,0,4,WD ,160500
120,RL,48.0,6373,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,Ex,TA,PConc,Ex,Gd,No,GLQ,415.0,Unf,1666.0,GasA,Ex,Y,SBrkr,1666,0,1666,1.0,2,0,2,Gd,6,Typ,1,Attchd,RFn,2.0,575.0,TA,TA,Y,228,75,0,0,0,6,New,310090
20,RL,70.0,13300,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377.0,Unf,928.0,GasA,TA,Y,SBrkr,928,0,928,0.0,1,0,2,TA,4,Typ,0,Attchd,Unf,1.0,252.0,TA,TA,Y,261,0,156,0,0,6,WD ,132000
20,RL,80.0,9600,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,1288.0,GasA,TA,Y,SBrkr,1336,0,1336,0.0,2,0,3,TA,6,Typ,1,Attchd,RFn,2.0,502.0,TA,TA,Y,312,11,0,0,0,8,WD ,163000
160,FV,30.0,3215,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,600.0,GasA,Ex,Y,SBrkr,600,600,1200,0.0,2,1,2,Gd,4,Typ,0,Detchd,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,4,ConLD,155000
80,RL,0.0,11104,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,Unf,1427.0,GasA,Gd,Y,SBrkr,1427,0,1427,0.0,2,0,4,TA,7,Typ,0,Attchd,RFn,2.0,516.0,TA,TA,Y,0,0,0,216,0,5,WD ,183000
60,RL,0.0,15295,Pave,0,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,762.0,Unf,860.0,GasA,Ex,Y,SBrkr,1212,780,1992,1.0,2,1,3,Gd,7,Min2,2,Attchd,RFn,2.0,608.0,TA,TA,Y,225,32,0,0,0,6,WD ,211000
60,RL,70.0,9109,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,754.0,GasA,Ex,Y,SBrkr,754,786,1540,1.0,2,1,3,Gd,6,Typ,0,Attchd,RFn,2.0,495.0,TA,TA,Y,140,32,0,0,0,10,WD ,184000
80,RL,0.0,14112,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,Unf,1152.0,GasA,TA,Y,SBrkr,1152,0,1152,1.0,1,0,3,TA,6,Typ,1,Attchd,RFn,2.0,484.0,TA,TA,Y,227,0,0,0,0,4,WD ,180500
120,FV,80.0,3523,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,1141.0,GasA,Ex,Y,SBrkr,1151,0,1151,1.0,2,0,2,Gd,5,Typ,0,Attchd,Fin,2.0,484.0,TA,TA,Y,0,60,0,0,0,2,New,166000
80,RL,88.0,15312,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,Unf,1138.0,GasA,Ex,Y,SBrkr,1138,0,1138,0.0,1,0,3,TA,6,Typ,1,Attchd,RFn,2.0,480.0,TA,TA,Y,0,0,0,140,0,3,COD,148000
20,RL,74.0,7450,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,438.0,LwQ,894.0,GasA,Gd,Y,SBrkr,1074,0,1074,0.0,1,0,2,Gd,6,Min1,1,Detchd,Unf,2.0,396.0,TA,TA,Y,0,72,0,0,0,1,WD ,124000
120,RL,60.0,7313,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,1561.0,GasA,Ex,Y,SBrkr,1561,0,1561,1.0,2,0,2,Ex,6,Typ,1,Attchd,Fin,2.0,556.0,TA,TA,Y,203,47,0,0,0,8,WD ,277500
60,RL,83.0,10019,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,Gd,TA,PConc,Gd,TA,No,ALQ,527.0,Unf,1342.0,GasA,Ex,Y,SBrkr,1358,1368,2726,0.0,2,1,4,Gd,9,Typ,1,Attchd,RFn,3.0,725.0,TA,TA,Y,307,169,168,0,0,6,WD ,350000
20,RL,53.0,15401,Pave,0,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1337.0,Unf,1884.0,GasA,Ex,Y,SBrkr,1884,0,1884,1.0,2,0,2,Ex,7,Typ,1,Attchd,Fin,3.0,670.0,TA,TA,Y,214,76,0,0,0,9,WD ,387000
20,RL,103.0,16280,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,1044.0,Rec,1426.0,GasA,Ex,Y,SBrkr,1671,0,1671,1.0,3,0,3,Ex,6,Typ,1,Attchd,RFn,2.0,550.0,TA,TA,Y,280,90,0,0,0,5,WD ,290000
60,RL,71.0,12209,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690.0,Unf,804.0,GasA,Ex,Y,SBrkr,804,1157,1961,1.0,2,1,3,Gd,7,Typ,1,BuiltIn,Fin,2.0,560.0,TA,TA,Y,125,192,0,0,0,6,WD ,215000
190,RL,79.0,13110,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,Unf,1153.0,GasA,Ex,Y,SBrkr,1193,0,1193,1.0,2,0,2,TA,6,Typ,0,Attchd,Fin,2.0,501.0,TA,TA,Y,140,153,0,0,0,7,WD ,146500
160,FV,0.0,2651,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,641.0,Unf,673.0,GasA,Ex,Y,SBrkr,673,709,1382,1.0,2,1,3,Gd,6,Typ,0,Detchd,Unf,2.0,490.0,TA,TA,Y,153,50,0,0,0,4,WD ,165000
50,RM,60.0,8520,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,168.0,LwQ,714.0,GasW,TA,N,SBrkr,1664,862,2526,0.0,2,0,5,Gd,10,Typ,1,Detchd,Unf,1.0,216.0,TA,TA,Y,88,15,0,0,0,8,CWD,136000
20,RL,0.0,39384,Pave,0,IR1,Low,AllPub,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1110.0,Unf,1705.0,GasA,Ex,Y,SBrkr,1390,0,1390,1.0,1,1,1,Ex,4,Min1,2,Attchd,Unf,2.0,550.0,TA,TA,Y,0,189,0,0,0,10,WD ,252000
160,RL,36.0,2628,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,764.0,GasA,Ex,Y,SBrkr,764,862,1626,0.0,2,1,2,Gd,6,Typ,0,BuiltIn,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,6,WD ,175500
70,RM,57.0,6406,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,421.0,Unf,690.0,GasA,TA,Y,FuseA,868,690,1558,0.0,1,1,3,TA,7,Typ,1,Detchd,Unf,2.0,400.0,TA,TA,Y,0,36,0,182,0,10,WD ,150000
20,RL,0.0,12342,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,978.0,GasA,TA,Y,SBrkr,1422,0,1422,0.0,1,0,3,TA,6,Min1,1,Attchd,RFn,1.0,286.0,TA,TA,Y,0,0,36,0,0,8,WD ,139900
50,RM,52.0,6240,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,1078.0,GasA,TA,Y,SBrkr,1128,445,1573,0.0,2,0,3,TA,8,Typ,1,Detchd,Unf,2.0,360.0,TA,TA,P,0,0,0,0,0,6,WD ,162900
20,RL,87.0,10000,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1116.0,GasA,TA,Y,SBrkr,1116,0,1116,0.0,1,1,3,TA,5,Typ,0,Attchd,Unf,2.0,440.0,TA,TA,Y,0,0,0,385,0,2,WD ,160000
20,RL,80.0,11088,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,ALQ,832.0,Unf,1140.0,GasA,Gd,Y,SBrkr,1707,0,1707,0.0,2,0,3,TA,7,Typ,1,Attchd,Fin,2.0,479.0,TA,TA,Y,0,0,0,0,0,5,WD ,184000
20,RL,134.0,17755,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,Unf,1466.0,GasA,TA,Y,SBrkr,1466,0,1466,0.0,1,1,3,Fa,6,Typ,2,Attchd,Fin,2.0,528.0,TA,TA,Y,0,140,0,100,0,11,WD ,149900
120,FV,0.0,4765,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,CompShg,MetalSd,MetalSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1027.0,Unf,1614.0,GasA,Ex,Y,SBrkr,1638,0,1638,1.0,2,0,2,Ex,5,Typ,1,Attchd,Fin,2.0,495.0,TA,TA,Y,230,68,0,0,0,7,WD ,300000
190,RL,0.0,10532,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,TA,TA,Mn,Rec,988.0,Unf,988.0,GasA,Gd,Y,SBrkr,1721,0,1721,1.0,2,0,3,TA,7,Mod,2,Basment,Unf,2.0,626.0,TA,TA,Y,50,84,0,0,0,12,WD ,145000
60,RL,65.0,15426,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821.0,Unf,928.0,GasA,Ex,Y,SBrkr,928,836,1764,1.0,2,1,3,Gd,7,Typ,0,Attchd,RFn,2.0,470.0,TA,TA,Y,276,99,0,0,0,8,WD ,231500
20,RL,70.0,8750,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,435.0,BLQ,1202.0,GasA,TA,Y,SBrkr,1202,0,1202,0.0,1,0,3,TA,6,Typ,0,Attchd,RFn,1.0,304.0,TA,TA,Y,0,35,120,0,0,11,COD,120000
20,RL,0.0,9945,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827.0,Unf,988.0,GasA,TA,Y,SBrkr,988,0,988,1.0,1,0,3,TA,5,Typ,0,Detchd,Unf,2.0,572.0,TA,TA,Y,0,0,0,0,0,10,WD ,128500
30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1008.0,GasA,Gd,Y,FuseA,1028,0,1028,0.0,1,0,2,TA,5,Typ,1,Detchd,Unf,2.0,360.0,TA,TA,Y,0,0,130,0,0,3,WD ,115000
50,RM,50.0,3500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312.0,Unf,720.0,GasA,TA,Y,SBrkr,720,564,1284,0.0,1,1,2,TA,5,Typ,0,Detchd,Unf,1.0,240.0,TA,TA,Y,0,35,0,0,0,4,WD ,110000
60,RL,0.0,24572,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,9,3,1977,1977,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,1050.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,410.0,Unf,994.0,GasA,TA,Y,SBrkr,1599,1345,2944,0.0,2,2,3,Gd,9,Typ,1,Attchd,RFn,3.0,864.0,TA,TA,Y,140,70,16,0,0,6,WD ,150000
60,RL,74.0,9056,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,0.0,Unf,707.0,GasA,Ex,Y,SBrkr,707,707,1414,0.0,2,1,3,Gd,6,Typ,1,Attchd,Fin,2.0,403.0,TA,TA,Y,100,35,0,0,0,10,WD ,178000
70,RL,70.0,12320,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1932,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,637.0,GasA,Ex,Y,SBrkr,959,650,1609,0.0,1,1,3,Gd,8,Typ,2,2Types,Unf,3.0,579.0,TA,TA,Y,0,0,0,104,0,5,WD ,199500
